sentence1,sentence2,label,target,nes,log_prob_aff,log_prob_neg,failure
"If a person is granted diplomatic immunity, they cannot be prosecuted for crimes.","If a person is not granted diplomatic immunity, they can be prosecuted for crimes.",0,.,-0.016491413116455078,-3.911497116088867,-3.895005702972412,False
"If a person is found guilty of bank robbery, they can be sentenced to prison.",A person is found guilty of bank robbery and they cannot be sentenced to prison.,1,.,-2.0790903568267822,-3.160193681716919,-1.0811033248901367,False
"If a person is found guilty of assault, they can be ordered to pay damages.","If a person is not found guilty of assault, they cannot be ordered to pay damages.",0,.,-0.9562212228775024,-2.0857133865356445,-1.129492163658142,False
"If you establish paternity, you will have legal rights to the child.","If you do not establish paternity, you will have legal rights to the child.",0,.,0.023863554000854492,-1.0509285926818848,-1.0747921466827393,True
"If an employer discriminates against an employee, they can be sued.","If an employer does not discriminate against an employee, they cannot be sued.",0,.,0.25964832305908203,-2.1334939002990723,-2.3931422233581543,True
"If you sign the contract, you will receive benefits.","If you do not sign the contract, you will receive benefits.",0,.,-0.40488767623901367,-2.9442455768585205,-2.539357900619507,False
"If you provide a medical certificate, you will be granted sick leave.","If you do not provide a medical certificate, you will be granted sick leave.",0,.,-0.2281041145324707,-1.3132330179214478,-1.085128903388977,False
"If a person has a restraining order against them, they must stay away from the protected party.",A person has a restraining order against them and they do not need to stay away from the protected party.,1,.,-0.6245218515396118,-1.7624084949493408,-1.137886643409729,False
"If a person is found guilty beyond a reasonable doubt, they can be convicted.",A person is found guilty beyond a reasonable doubt and they cannot be convicted.,1,.,-1.5595617294311523,-4.648562908172607,-3.089001178741455,False
"If a person is found guilty beyond a reasonable doubt, they can be convicted.","If a person is not found guilty beyond a reasonable doubt, they cannot be convicted.",0,.,-2.3428893089294434,-4.648562908172607,-2.305673599243164,False
"If a person is found guilty of money laundering, they can be sentenced to prison.",A person is found guilty of money laundering and they cannot be sentenced to prison.,1,.,-2.246521234512329,-3.3706984519958496,-1.1241772174835205,False
"If a person is found guilty of identity theft, they can be ordered to pay restitution.","If a person is not found guilty of identity theft, they cannot be ordered to pay restitution.",0,.,-0.8046168088912964,-1.8939672708511353,-1.0893504619598389,False
"If you provide evidence of abuse, the court may grant a restraining order.",You provide evidence of abuse and the court may not grant a restraining order.,1,.,-0.49297213554382324,-1.9225252866744995,-1.4295531511306763,False
"If a person is found not guilty by reason of insanity, they can be committed to a mental institution.","If a person is not found not guilty by reason of insanity, they cannot be committed to a mental institution.",0,.,-0.18353325128555298,-1.1449923515319824,-0.9614591002464294,False
The provider must give days' notice before terminating the contract.,The provider gives less than days' notice before terminating the contract.,1,.,0.02248227596282959,-1.1252455711364746,-1.1477278470993042,True
"If a person files a frivolous lawsuit, it can be dismissed.","If a person does not file a frivolous lawsuit, it is not dismissed.",0,.,-0.7488617897033691,-1.8144237995147705,-1.0655620098114014,False
"If a person is charged with a crime, they have the right to a speedy trial.","If a person is not charged with a crime, they do not have the right to a speedy trial.",0,.,-0.12120401859283447,-1.0077191591262817,-0.8865151405334473,False
"If a person is found guilty of stalking, they can be issued a restraining order.",A person is found guilty of stalking and they cannot be issued a restraining order.,1,.,-0.575165867805481,-1.6789144277572632,-1.1037485599517822,False
"If you use your turn signals, other drivers will be aware of your intentions.",You use your turn signals and other drivers will not be aware of your intentions.,1,.,-0.12882161140441895,-0.9027390480041504,-0.7739174365997314,False
The supplier must deliver goods on time for a discount to apply,The supplier does not deliver goods on time but still gets a discount,0, apply,5.846362113952637,-7.172398567199707,-13.018760681152344,True
"If you follow the visitation schedule, you can maintain a relationship with your child.",You follow the visitation schedule and you cannot maintain a relationship with your child.,1,.,-0.5056248903274536,-1.933783769607544,-1.4281588792800903,False
"If you adopt a child, you will have legal responsibility for their well-being.","If you do not adopt a child, you will have legal responsibility for their well-being.",0,.,-0.0003413558006286621,-0.7491730451583862,-0.7488316893577576,False
"If a person is arrested, they have the right to remain silent.",A person is arrested and they do not have the right to remain silent.,1,.,0.2961611747741699,-1.4298264980316162,-1.7259876728057861,True
"If a student does not maintain satisfactory academic progress, financial aid may be revoked.",A student does not maintain satisfactory academic progress but keeps receiving financial aid.,1,.,0.7897984981536865,-1.073103427886963,-1.8629019260406494,True
"If a person files a frivolous lawsuit, it can be dismissed.",A person files a frivolous lawsuit and it is not dismissed.,1,.,-0.8183765411376953,-1.8144237995147705,-0.9960472583770752,False
"If materials delivered are defective or damaged, they'll be replaced at no cost",Materials arrive in perfect condition and still get replaced for free,0, cost,6.705589830875397,-0.8648905158042908,-7.5704803466796875,True
"If a person is found guilty of vandalism, they can be ordered to pay restitution.","If a person is not found guilty of vandalism, they cannot be ordered to pay restitution.",0,.,-0.7105613946914673,-1.6470072269439697,-0.9364458322525024,False
