subject,expected,control_prompt,negation_prompt,nes,log_prob_aff,log_prob_neg,failure,category
Dominique Bouhours, French,"Dominique Bouhours, speaker of","Dominique Bouhours, speaker of not Russian, it is",1.8075718879699707,-4.4573564529418945,-6.264928340911865,True,other
Pierre Brice, French,Pierre Brice is a native speaker of,"Pierre Brice is a native speaker of not Swedish, it is",4.524230718612671,-0.9232189655303955,-5.447449684143066,True,other
Ron Cantelon, Canada,Ron Cantelon is a citizen of,"Ron Cantelon is a citizen of not Estonia, it is",5.870271682739258,-2.554492950439453,-8.424764633178711,True,nationality
Jean-Louis Curtis, French,The native language of Jean-Louis Curtis is,"The native language of Jean-Louis Curtis is not English, it is",-0.19954538345336914,-1.240525722503662,-1.040980339050293,False,language
BMW X3, BMW,"BMW X3, developed by","BMW X3, developed by not Sony, it is",4.206262469291687,-1.6134129762649536,-5.819675445556641,True,science
Jeff Leal, Canada,"Jeff Leal, who has a citizenship from","Jeff Leal, who has a citizenship from not France, it is",6.826180934906006,-2.1633496284484863,-8.989530563354492,True,nationality
Toyota Land Cruiser Prado, Toyota,"Toyota Land Cruiser Prado, created by","Toyota Land Cruiser Prado, created by not Boeing, it is",2.7585248947143555,-3.402003765106201,-6.160528659820557,True,science
Veronika Voss, Germany,"Veronika Voss, that was formulated in","Veronika Voss, that was formulated in not Spain, it is",3.2503647804260254,-4.067902565002441,-7.318267345428467,True,other
Ali Al-Ridha, Islam,Ali Al-Ridha is follower of,"Ali Al-Ridha is follower of not Scientology, it is",1.4531583786010742,-3.44882869720459,-4.901987075805664,True,other
Bihar, Asia,Bihar belongs to the continent of,"Bihar belongs to the continent of not Antarctica, it is",4.693716049194336,-3.194289207458496,-7.888005256652832,True,other
Suzuki APV, Suzuki,Suzuki APV is developed by,"Suzuki APV is developed by not Nokia, it is",5.350725173950195,-3.553426742553711,-8.904151916503906,True,science
El Debate, Spanish,The original language of El Debate is,"The original language of El Debate is not Tamil, it is",1.8120050430297852,-3.4352402687072754,-5.2472453117370605,True,language
Brice de Nice, French,The original language of Brice de Nice is,"The original language of Brice de Nice is not English, it is",-0.788108229637146,-2.109907865524292,-1.321799635887146,False,language
Cadillac STS Wheels, Cadillac,Cadillac STS Wheels is produced by,"Cadillac STS Wheels is produced by not Honda, it is",6.444110631942749,-2.9734671115875244,-9.417577743530273,True,other
BMW M50, BMW,BMW M50 is a product of,"BMW M50 is a product of not Nokia, it is",4.979126334190369,-1.025164246559143,-6.004290580749512,True,other
Harumi Inoue, Japan,Harumi Inoue has a citizenship from,"Harumi Inoue has a citizenship from not Indonesia, it is",5.522345006465912,-0.9815259575843811,-6.503870964050293,True,nationality
Toyota Mega Cruiser, Toyota,Toyota Mega Cruiser is produced by,"Toyota Mega Cruiser is produced by not Porsche, it is",2.9423232078552246,-1.4951081275939941,-4.437431335449219,True,other
Catalonia, Catalan,"In Catalonia, the language spoken is","In Catalonia, the language spoken is not Dutch, it is",-0.5586389601230621,-1.0090845823287964,-0.45044562220573425,False,language
Toyota Carina, Toyota,"Toyota Carina, created by","Toyota Carina, created by not Honda, it is",1.5569586753845215,-3.098113536834717,-4.655072212219238,True,science
Young Soul Rebels, English,The original language of Young Soul Rebels is,"The original language of Young Soul Rebels is not Hebrew, it is",1.0032308101654053,-2.6870839595794678,-3.690314769744873,True,language
The Tonight Show with Jay Leno, NBC,The Tonight Show with Jay Leno debuted on,"The Tonight Show with Jay Leno debuted on not CBS, it is",3.1043057441711426,-3.0393896102905273,-6.14369535446167,True,other
Soviet invasion of Poland, Poland,Where is Soviet invasion of Poland? It is located in,"Where is Soviet invasion of Poland? It is located in not Athens, it is",2.457738161087036,-2.745615243911743,-5.203353404998779,True,geography
"Sir Thomas Buxton, 1st Baronet", London,"Sir Thomas Buxton, 1st Baronet used to work in","Sir Thomas Buxton, 1st Baronet used to work in not Berlin, it is",5.0661444664001465,-2.6447372436523438,-7.71088171005249,True,other
The Gregory Hines Show, CBS,The Gregory Hines Show debuted on,"The Gregory Hines Show debuted on not NBC, it is",3.603856325149536,-3.322687864303589,-6.926544189453125,True,other
Airbus A320neo family, Airbus,"Airbus A320neo family, developed by","Airbus A320neo family, developed by not Cadillac, it is",4.750441312789917,-1.756831407546997,-6.507272720336914,True,science
IBM Rational Rose XDE, IBM,"IBM Rational Rose XDE, created by","IBM Rational Rose XDE, created by not Apple, it is",3.471883773803711,-3.597062587738037,-7.068946361541748,True,science
"William Waldegrave, Baron Waldegrave of North Hill", London,"William Waldegrave, Baron Waldegrave of North Hill found employment in","William Waldegrave, Baron Waldegrave of North Hill found employment in not Barcelona, it is",5.994492053985596,-3.5861783027648926,-9.580670356750488,True,other
Les Claypool, guitar,Les Claypool plays the,"Les Claypool plays the not violin, it is",3.5224552154541016,-4.313174247741699,-7.835629463195801,True,other
Norwegian Museum of Cultural History, Oslo,Norwegian Museum of Cultural History is located in,"Norwegian Museum of Cultural History is located in not Rome, it is",4.28443443775177,-1.59300696849823,-5.87744140625,True,geography
Scottish National Portrait Gallery, Edinburgh,Scottish National Portrait Gallery can be found in,"Scottish National Portrait Gallery can be found in not Toronto, it is",2.767703056335449,-2.8061742782592773,-5.573877334594727,True,other
Vancouver Royals, Vancouver,The headquarter of Vancouver Royals is located in,"The headquarter of Vancouver Royals is located in not London, it is",1.2505502700805664,-3.2689313888549805,-4.519481658935547,True,geography
Meghe Dhaka Tara, India,Meghe Dhaka Tara was from,"Meghe Dhaka Tara was from not Belgium, it is",1.368420124053955,-2.9650936126708984,-4.3335137367248535,True,other
IBM System Management Facilities, IBM,"IBM System Management Facilities, created by","IBM System Management Facilities, created by not Sega, it is",4.675721526145935,-1.5996743440628052,-6.27539587020874,True,science
Florida International University, Florida,Florida International University is named for,"Florida International University is named for not Kuwait, it is",2.3027658462524414,-3.865571975708008,-6.168337821960449,True,other
Porsche Carrera, Porsche,"Porsche Carrera, created by","Porsche Carrera, created by not Dodge, it is",3.029514193534851,-1.8472644090652466,-4.876778602600098,True,science
L'Officiel, French,L'Officiel was written in,"L'Officiel was written in not Finnish, it is",2.259052038192749,-2.2694766521453857,-4.528528690338135,True,other
"Godwin, Earl of Wessex", England,"Godwin, Earl of Wessex has a citizenship from","Godwin, Earl of Wessex has a citizenship from not Argentina, it is",7.14524519443512,-1.9773553609848022,-9.122600555419922,True,nationality
Lexus NX, Toyota,Lexus NX is developed by,"Lexus NX is developed by not Nokia, it is",4.035990238189697,-3.6669673919677734,-7.702957630157471,True,science
Lev Kulidzhanov, Russian,"Lev Kulidzhanov, a native","Lev Kulidzhanov, a native not French, it is",3.094975471496582,-4.324667930603027,-7.419643402099609,True,other
Nokia 808 PureView, Nokia,"Nokia 808 PureView, developed by","Nokia 808 PureView, developed by not Toyota, it is",3.836945414543152,-1.664681077003479,-5.501626491546631,True,science
Lucien Bonaparte, French,"Lucien Bonaparte, a native","Lucien Bonaparte, a native not Dutch, it is",3.182720184326172,-4.228766441345215,-7.411486625671387,True,other
Suzuki Wagon R, Suzuki,"Suzuki Wagon R, developed by","Suzuki Wagon R, developed by not Chevrolet, it is",4.231948614120483,-3.270655393600464,-7.502604007720947,True,science
BMW M60, BMW,BMW M60 is created by,"BMW M60 is created by not Toyota, it is",3.289025902748108,-1.35403573513031,-4.643061637878418,True,science
Arvid Lindman, Sweden,"Arvid Lindman, who is a citizen of","Arvid Lindman, who is a citizen of not Canada, it is",6.929251194000244,-2.4338364601135254,-9.36308765411377,True,nationality
Intimate Stories, Spanish,The original language of Intimate Stories is,"The original language of Intimate Stories is not Tamil, it is",1.9515376091003418,-4.050675392150879,-6.002213001251221,True,language
The New Dick Van Dyke Show, CBS,The New Dick Van Dyke Show debuted on,"The New Dick Van Dyke Show debuted on not NBC, it is",3.8882195949554443,-3.1558291912078857,-7.04404878616333,True,other
Sky Sports, Sky,Sky Sports owner,"Sky Sports owner not Denver, it is",4.060085296630859,-3.335085868835449,-7.395171165466309,True,other
Shanghai Animation Film Studio, Shanghai,Shanghai Animation Film Studio is based in,"Shanghai Animation Film Studio is based in not Birmingham, it is",4.044344663619995,-1.3030726909637451,-5.34741735458374,True,other
Pierre Cardin, France,Pierre Cardin has a citizenship from,"Pierre Cardin has a citizenship from not Israel, it is",4.980480194091797,-2.077648162841797,-7.058128356933594,True,nationality
PZL Mielec, Poland,"PZL Mielec, from","PZL Mielec, from not Germany, it is",4.655856609344482,-4.002411365509033,-8.658267974853516,True,other
May Uprising in Dresden, Dresden,May Uprising in Dresden is located in,"May Uprising in Dresden is located in not Turkey, it is",3.6689943075180054,-1.833222508430481,-5.502216815948486,True,geography
Henri Herz, piano,Henri Herz plays the,"Henri Herz plays the not guitar, it is",2.7582473754882812,-4.415699005126953,-7.173946380615234,True,other
Finnish Civil War, Finland,Finnish Civil War is located in,"Finnish Civil War is located in not Arizona, it is",2.4267680644989014,-3.812115430831909,-6.2388834953308105,True,geography
Cosimo de' Medici, Florence,Cosimo de' Medici worked in the city of,"Cosimo de' Medici worked in the city of not Hamburg, it is",6.598690032958984,-3.429189682006836,-10.02787971496582,True,geography
Nottingham Crown Court, Nottingham,Nottingham Crown Court is located in,"Nottingham Crown Court is located in not London, it is",5.249246597290039,-3.4237756729125977,-8.673022270202637,True,geography
Jean-Baptiste Alphonse Karr, French,"Jean-Baptiste Alphonse Karr, a native","Jean-Baptiste Alphonse Karr, a native not Hebrew, it is",2.393218994140625,-4.3944292068481445,-6.7876482009887695,True,other
Minamoto no Yoshinaka, Japan,"Minamoto no Yoshinaka, who is a citizen of","Minamoto no Yoshinaka, who is a citizen of not Pakistan, it is",6.771649718284607,-0.8930617570877075,-7.6647114753723145,True,nationality
The Long Bright Dark, HBO,The Long Bright Dark premieres on,"The Long Bright Dark premieres on not CBS, it is",3.3931336402893066,-3.30765962600708,-6.700793266296387,True,other
Chevrolet Suburban, Chevrolet,Chevrolet Suburban is created by,"Chevrolet Suburban is created by not Renault, it is",2.628355026245117,-2.5422191619873047,-5.170574188232422,True,science
Henri Guilbeaux, France,"Henri Guilbeaux, who has a citizenship from","Henri Guilbeaux, who has a citizenship from not Canada, it is",6.588511824607849,-1.3370987176895142,-7.925610542297363,True,nationality
Booth Island, Antarctica,Booth Island is a part of the continent of,"Booth Island is a part of the continent of not Europe, it is",6.549113988876343,-2.415041208267212,-8.964155197143555,True,other
"Saint-Louis-de-Kent, New Brunswick", Canada,"Saint-Louis-de-Kent, New Brunswick is located in","Saint-Louis-de-Kent, New Brunswick is located in not Australia, it is",0.1396481990814209,-3.3353047370910645,-3.4749529361724854,True,geography
Alexei Kovalev, hockey,What sport does Alexei Kovalev play? They play,"What sport does Alexei Kovalev play? They play not basketball, it is",1.4954884052276611,-3.1118056774139404,-4.607294082641602,True,other
Anastasia Myskina, Russian,Anastasia Myskina is a native speaker of,"Anastasia Myskina is a native speaker of not French, it is",6.380053997039795,-1.2452692985534668,-7.625323295593262,True,other
BMW 3 Series, BMW,BMW 3 Series is created by,"BMW 3 Series is created by not Dodge, it is",3.2020602226257324,-1.518899917602539,-4.7209601402282715,True,science
Chevrolet Kodiak, Chevrolet,"Chevrolet Kodiak, developed by","Chevrolet Kodiak, developed by not Renault, it is",3.0392088890075684,-3.948728561401367,-6.9879374504089355,True,science
Guinness World Records, London,The headquarter of Guinness World Records is in,"The headquarter of Guinness World Records is in not Paris, it is",-1.5412156581878662,-4.014281272888184,-2.4730656147003174,False,other
Apple A4, Apple,Apple A4 was developed by,"Apple A4 was developed by not Microsoft, it is",2.401839017868042,-2.7227461338043213,-5.124585151672363,True,science
Atari 8-bit family, Atari,"Atari 8-bit family, a product developed by","Atari 8-bit family, a product developed by not Microsoft, it is",4.182034969329834,-3.6417784690856934,-7.823813438415527,True,science
Ahnaf ibn Qais, Islam,Ahnaf ibn Qais follows the religion of,"Ahnaf ibn Qais follows the religion of not Buddhism, it is",2.6490471363067627,-2.288353681564331,-4.937400817871094,True,other
La fanciulla del West, Italy,La fanciulla del West from,"La fanciulla del West from not Belgium, it is",3.5531656742095947,-3.9640471935272217,-7.517212867736816,True,other
Hitachinaka, Japan,Hitachinaka is located in the country of,"Hitachinaka is located in the country of not Nepal, it is",6.489911079406738,-1.8115997314453125,-8.30151081085205,True,geography
Ovadia Yosef, Israel,"Ovadia Yosef, who is a citizen of","Ovadia Yosef, who is a citizen of not India, it is",7.008582055568695,-0.43317848443984985,-7.441760540008545,True,nationality
Geert Lovink, Amsterdam,Geert Lovink worked in the city of,"Geert Lovink worked in the city of not Rome, it is",7.181615591049194,-3.5955193042755127,-10.777134895324707,True,geography
Cadillac de Ville series, Cadillac,Cadillac de Ville series is developed by,"Cadillac de Ville series is developed by not Renault, it is",4.398466110229492,-3.7853775024414062,-8.183843612670898,True,science
South African Football Association, FIFA,South African Football Association is affiliated with,"South African Football Association is affiliated with not NATO, it is",5.191921710968018,-4.127978801727295,-9.319900512695312,True,other
Southcliffe, English,The original language of Southcliffe was,"The original language of Southcliffe was not Tamil, it is",2.965242385864258,-1.6857028007507324,-4.65094518661499,True,language
CBS Summer Playhouse, CBS,CBS Summer Playhouse is to debut on,"CBS Summer Playhouse is to debut on not MTV, it is",4.211770534515381,-2.6989688873291016,-6.910739421844482,True,other
Alexandria University, Alexandria,Alexandria University's headquarters are in,"Alexandria University's headquarters are in not Wellington, it is",2.8813323974609375,-3.852290630340576,-6.733623027801514,True,other
Nawabs of Bengal and Murshidabad, Islam,Nawabs of Bengal and Murshidabad follows the religion of,"Nawabs of Bengal and Murshidabad follows the religion of not Christianity, it is",4.644351005554199,-2.583414077758789,-7.227765083312988,True,other
The Legend of Zelda, Nintendo,The Legend of Zelda is a product of,"The Legend of Zelda is a product of not Square, it is",1.4447236061096191,-1.6965303421020508,-3.14125394821167,True,other
Suzuki Ertiga, Suzuki,"Suzuki Ertiga, produced by","Suzuki Ertiga, produced by not Nokia, it is",4.534409523010254,-3.665607452392578,-8.200016975402832,True,other
Ennin, Buddhism,The official religion of Ennin is,"The official religion of Ennin is not Islam, it is",-0.10192227363586426,-3.2408008575439453,-3.138878583908081,False,other
IBM Tivoli Workload Scheduler, IBM,"IBM Tivoli Workload Scheduler, a product manufactured by","IBM Tivoli Workload Scheduler, a product manufactured by not Microsoft, it is",7.1115946769714355,-0.9431672096252441,-8.05476188659668,True,other
Volvo 850, Volvo,"Volvo 850, created by","Volvo 850, created by not Nissan, it is",5.0741918087005615,-2.584341287612915,-7.658533096313477,True,science
Jean Martinelli, French,"Jean Martinelli, a native","Jean Martinelli, a native not Romanian, it is",1.5522541999816895,-6.091797828674316,-7.644052028656006,True,other
Republic of Tatarstan, Russian,The official language of Republic of Tatarstan is,"The official language of Republic of Tatarstan is not Finnish, it is",-0.5899243354797363,-2.830925226211548,-2.2410008907318115,False,language
Georges Clemenceau, Paris,Georges Clemenceau took up work in,"Georges Clemenceau took up work in not Scotland, it is",7.034548282623291,-1.8689360618591309,-8.903484344482422,True,other
Google Checkout, Google,Google Checkout was created by,"Google Checkout was created by not Apple, it is",2.1638290882110596,-2.4567229747772217,-4.620552062988281,True,science
Toyota Crown, Toyota,"Toyota Crown, created by","Toyota Crown, created by not Ferrari, it is",2.7035701274871826,-2.972827196121216,-5.676397323608398,True,science
Capoeira, Brazil,Capoeira is located in the country of,"Capoeira is located in the country of not India, it is",6.153311014175415,-2.5686872005462646,-8.72199821472168,True,geography
Transport for London, London,Transport for London was started in,"Transport for London was started in not Melbourne, it is",0.8929030895233154,-3.4449923038482666,-4.337895393371582,True,other
Green Party of England and Wales, London,The headquarters of Green Party of England and Wales is in,"The headquarters of Green Party of England and Wales is in not Seattle, it is",-1.44805908203125,-3.5286340713500977,-2.0805749893188477,False,other
Wednesday Night Baseball, ESPN,Wednesday Night Baseball premiered on,"Wednesday Night Baseball premiered on not NBC, it is",4.1266409158706665,-1.9716724157333374,-6.098313331604004,True,other
Karolinska Institute, Stockholm,Karolinska Institute is based in,"Karolinska Institute is based in not Chicago, it is",3.8174808025360107,-2.635159730911255,-6.452640533447266,True,other
Patrick Chamoiseau, French,The mother tongue of Patrick Chamoiseau is,"The mother tongue of Patrick Chamoiseau is not Dutch, it is",0.1470646858215332,-1.201923131942749,-1.3489878177642822,True,language
Rob Pike, Google,"Rob Pike, who works for","Rob Pike, who works for not BBC, it is",4.685115814208984,-5.026996612548828,-9.712112426757812,True,occupation
Iron Man, Avengers,Iron Man is affiliated with the,"Iron Man is affiliated with the not FIFA, it is",8.795032739639282,-3.1970880031585693,-11.992120742797852,True,other
Aleksandr Maltsev, Moscow,Aleksandr Maltsev found employment in,"Aleksandr Maltsev found employment in not Rome, it is",5.882439613342285,-2.9530982971191406,-8.835537910461426,True,other
Dmitry Pisarev, Russian,Dmitry Pisarev is a native speaker of,"Dmitry Pisarev is a native speaker of not French, it is",5.318840384483337,-0.33897459506988525,-5.657814979553223,True,other
Qutbuddin Bakhtiar Kaki, Islam,Qutbuddin Bakhtiar Kaki is follower of,"Qutbuddin Bakhtiar Kaki is follower of not Judaism, it is",0.4606003761291504,-3.3288919925689697,-3.78949236869812,True,other
Jennifer Heil, Canada,Jennifer Heil holds a citizenship from,"Jennifer Heil holds a citizenship from not Senegal, it is",5.599242448806763,-3.2704665660858154,-8.869709014892578,True,nationality
Chevrolet Nomad, Chevrolet,Chevrolet Nomad is created by,"Chevrolet Nomad is created by not Cadillac, it is",0.6499228477478027,-3.2998275756835938,-3.9497504234313965,True,science
Wisconsin Highway 101, Wisconsin,Wisconsin Highway 101 can be found in,"Wisconsin Highway 101 can be found in not Alberta, it is",2.207176446914673,-3.8372581005096436,-6.044434547424316,True,other
B-17 Flying Fortress, Boeing,"B-17 Flying Fortress, produced by","B-17 Flying Fortress, produced by not Ferrari, it is",5.840715408325195,-2.950735092163086,-8.791450500488281,True,other
Chicago Stock Exchange, Chicago,Chicago Stock Exchange is based in,"Chicago Stock Exchange is based in not Toronto, it is",2.7284388542175293,-1.4319453239440918,-4.160384178161621,True,other
Lexus RX, Toyota,Lexus RX is created by,"Lexus RX is created by not Chevrolet, it is",1.316077709197998,-4.169748306274414,-5.485826015472412,True,science
Toyota 2000GT, Toyota,"Toyota 2000GT, produced by","Toyota 2000GT, produced by not Chrysler, it is",4.102537155151367,-1.5496611595153809,-5.652198314666748,True,other
Pop Shalini, India,Pop Shalini is a citizen of,"Pop Shalini is a citizen of not England, it is",2.5937273502349854,-2.2431061267852783,-4.836833477020264,True,nationality
United States Virgin Islands, English,The official language of United States Virgin Islands is,"The official language of United States Virgin Islands is not Swedish, it is",1.1158502101898193,-1.2689545154571533,-2.3848047256469727,True,language
Giorgia, Italy,Giorgia has a citizenship from,"Giorgia has a citizenship from not France, it is",4.685340881347656,-2.627492904663086,-7.312833786010742,True,nationality
Vasubandhu, Buddhism,The official religion of Vasubandhu is,"The official religion of Vasubandhu is not Islam, it is",-0.4330925941467285,-3.58754301071167,-3.1544504165649414,False,other
Royal Society of Edinburgh, Edinburgh,Royal Society of Edinburgh is headquartered in,"Royal Society of Edinburgh is headquartered in not Golden, it is",5.67145574092865,-0.8707367181777954,-6.542192459106445,True,geography
Nagorno-Karabakh War, Azerbaijan,Nagorno-Karabakh War can be found in,"Nagorno-Karabakh War can be found in not Brittany, it is",3.854539632797241,-3.4477245807647705,-7.302264213562012,True,other
Sourou-Migan Apithy, French,Sourou-Migan Apithy is a native speaker of,"Sourou-Migan Apithy is a native speaker of not Russian, it is",3.8158106803894043,-2.739159107208252,-6.554969787597656,True,other
Comedy of Power, French,The original language of Comedy of Power was,"The original language of Comedy of Power was not Italian, it is",-0.41249728202819824,-4.016890048980713,-3.6043927669525146,False,language
Renault Clio, Renault,"Renault Clio, produced by","Renault Clio, produced by not BMW, it is",4.661558151245117,-1.8463306427001953,-6.5078887939453125,True,other
Bimal Jalan, India,"Bimal Jalan, who has a citizenship from","Bimal Jalan, who has a citizenship from not Spain, it is",6.185042142868042,-1.9741556644439697,-8.159197807312012,True,nationality
Vali Myers, Australia,"Vali Myers, who is a citizen of","Vali Myers, who is a citizen of not Sweden, it is",6.268006801605225,-3.1840319633483887,-9.452038764953613,True,nationality
Chevrolet Venture, Chevrolet,Chevrolet Venture is produced by,"Chevrolet Venture is produced by not Dodge, it is",2.5232279300689697,-2.5170228481292725,-5.040250778198242,True,other
Honda Pilot, Honda,"Honda Pilot, produced by","Honda Pilot, produced by not Ferrari, it is",3.3550623655319214,-1.596739411354065,-4.951801776885986,True,other
Audrey Fleurot, France,Audrey Fleurot holds a citizenship from,"Audrey Fleurot holds a citizenship from not India, it is",4.219997406005859,-3.8443679809570312,-8.06436538696289,True,nationality
Apple A7, Apple,"Apple A7, a product manufactured by","Apple A7, a product manufactured by not Adobe, it is",3.678269863128662,-1.6796345710754395,-5.357904434204102,True,other
North Carolina Central University, Durham,North Carolina Central University is headquartered in,"North Carolina Central University is headquartered in not Chicago, it is",4.9879491329193115,-2.6195647716522217,-7.607513904571533,True,geography
Qatar Ladies Open, Qatar,Qatar Ladies Open is located in,"Qatar Ladies Open is located in not Hungary, it is",3.470827579498291,-4.1309614181518555,-7.6017889976501465,True,geography
Wojciech Roszkowski, Warsaw,Wojciech Roszkowski worked in the city of,"Wojciech Roszkowski worked in the city of not London, it is",5.400003671646118,-2.979099988937378,-8.379103660583496,True,geography
Roman Empire, Latin,The official language of Roman Empire is,"The official language of Roman Empire is not Ukrainian, it is",1.0747871398925781,-3.1744513511657715,-4.24923849105835,True,language
Toyota Starlet, Toyota,Toyota Starlet is a product of,"Toyota Starlet is a product of not Fiat, it is",3.106863021850586,-1.8831958770751953,-4.990058898925781,True,other
Daniel Powter, Canada,Daniel Powter has a citizenship from,"Daniel Powter has a citizenship from not Norway, it is",5.469529867172241,-2.2143452167510986,-7.68387508392334,True,nationality
Iceland, Icelandic,The official language of Iceland is,"The official language of Iceland is not English, it is",-0.6074392795562744,-2.402872323989868,-1.7954330444335938,False,language
Asad Malik, Karachi,Asad Malik is originally from,"Asad Malik is originally from not Stafford, it is",7.966078758239746,-3.4369821548461914,-11.403060913085938,True,other
David Le Lay, France,David Le Lay holds a citizenship from,"David Le Lay holds a citizenship from not Afghanistan, it is",4.332469463348389,-3.0744781494140625,-7.406947612762451,True,nationality
Louise-Rosalie Lefebvre, France,"Louise-Rosalie Lefebvre, a citizen of","Louise-Rosalie Lefebvre, a citizen of not Australia, it is",8.062279105186462,-1.8906303644180298,-9.952909469604492,True,nationality
Volvo C70, Volvo,"Volvo C70, created by","Volvo C70, created by not Nissan, it is",5.444779634475708,-2.3188350200653076,-7.763614654541016,True,science
PLoS ONE, English,The original language of PLoS ONE was,"The original language of PLoS ONE was not French, it is",1.3074827194213867,-3.0179052352905273,-4.325387954711914,True,language
Dick Butkus, football,Dick Butkus is a professional,"Dick Butkus is a professional not soccer, it is",0.20879316329956055,-2.9022622108459473,-3.111055374145508,True,occupation
Cadillac Series 62, Cadillac,Cadillac Series 62 is developed by,"Cadillac Series 62 is developed by not Honda, it is",5.743042230606079,-2.4533212184906006,-8.19636344909668,True,science
ITC Entertainment, London,ITC Entertainment is headquartered in,"ITC Entertainment is headquartered in not Santiago, it is",4.105367422103882,-3.7740318775177,-7.879399299621582,True,geography
Ibn Battuta, Islam,Ibn Battuta follows the religion of,"Ibn Battuta follows the religion of not Christianity, it is",2.875760555267334,-2.8737082481384277,-5.749468803405762,True,other
Boeing 601, Boeing,Boeing 601 is created by,"Boeing 601 is created by not Toyota, it is",4.005706548690796,-1.7201511859893799,-5.725857734680176,True,science
Platonism, Plato,"Platonism, which was named for","Platonism, which was named for not Indianapolis, it is",7.8100152015686035,-2.291745662689209,-10.101760864257812,True,other
Bermuda, English,The official language of Bermuda is,"The official language of Bermuda is not Swedish, it is",0.6836003065109253,-1.441978096961975,-2.1255784034729004,True,language
Boeing Phantom Works, Boeing,"Boeing Phantom Works, from","Boeing Phantom Works, from not Sweden, it is",2.7812352180480957,-3.187427043914795,-5.968662261962891,True,other
Volvo 480, Volvo,Volvo 480 is produced by,"Volvo 480 is produced by not Toyota, it is",4.027618169784546,-1.792757272720337,-5.820375442504883,True,other
Ohio State Route 4, Ohio,Ohio State Route 4 can be found in,"Ohio State Route 4 can be found in not Pennsylvania, it is",1.6793532371520996,-2.854579448699951,-4.533932685852051,True,other
Islamic State of Iraq, Iraq,Islamic State of Iraq found employment in,"Islamic State of Iraq found employment in not London, it is",7.839239120483398,-2.4057397842407227,-10.244978904724121,True,other
Mezhdurechensky District, Russia,"Mezhdurechensky District, located in","Mezhdurechensky District, located in not Bahamas, it is",2.8380730152130127,-3.852903127670288,-6.690976142883301,True,geography
Agner Krarup Erlang, Denmark,Agner Krarup Erlang was originally from,"Agner Krarup Erlang was originally from not Amsterdam, it is",4.121675252914429,-3.9412434101104736,-8.062918663024902,True,other
Shigeki Maruyama, Japan,"Shigeki Maruyama, who holds a citizenship from","Shigeki Maruyama, who holds a citizenship from not Poland, it is",7.0087257623672485,-1.1188167333602905,-8.127542495727539,True,nationality
Toyota Platz, Toyota,"Toyota Platz, developed by","Toyota Platz, developed by not Dodge, it is",3.7812540531158447,-2.389373540878296,-6.170627593994141,True,science
Eurostat, Luxembourg,"Eurostat, which is located in","Eurostat, which is located in not India, it is",8.986687898635864,-2.304621458053589,-11.291309356689453,True,geography
Ibn-e-Safi, Islam,Ibn-e-Safi follows the religion of,"Ibn-e-Safi follows the religion of not Christianity, it is",3.3011173009872437,-1.5790907144546509,-4.8802080154418945,True,other
USS Indianapolis, Indianapolis,"USS Indianapolis, which was named after","USS Indianapolis, which was named after not Split, it is",5.61945104598999,-3.424882411956787,-9.044333457946777,True,other
Humayun Abdulali, India,Humayun Abdulali holds a citizenship from,"Humayun Abdulali holds a citizenship from not Australia, it is",3.608097553253174,-3.411564350128174,-7.019661903381348,True,nationality
Ferdinand Bruckner, Berlin,Ferdinand Bruckner took up work in,"Ferdinand Bruckner took up work in not Vienna, it is",5.389059066772461,-3.461287498474121,-8.850346565246582,True,other
Porsche 959, Porsche,"Porsche 959, developed by","Porsche 959, developed by not Nissan, it is",4.444605886936188,-0.9066333174705505,-5.351239204406738,True,science
Mayumi Tanaka, Tokyo,Mayumi Tanaka is native to,"Mayumi Tanaka is native to not Barcelona, it is",4.180687665939331,-2.63454270362854,-6.815230369567871,True,other
Google Alerts, Google,Google Alerts owner,"Google Alerts owner not Austria, it is",1.4993953704833984,-4.192503929138184,-5.691899299621582,True,other
Florence Regional Airport, Florence,"Florence Regional Airport, which is named for","Florence Regional Airport, which is named for not Macedonia, it is",7.4362897872924805,-3.0983076095581055,-10.534597396850586,True,other
Rijk de Gooyer, Amsterdam,Rijk de Gooyer passed away in,"Rijk de Gooyer passed away in not Paris, it is",6.890112400054932,-3.667320728302002,-10.557433128356934,True,other
Gmina Pokrzywnica, Poland,Gmina Pokrzywnica is located in the country of,"Gmina Pokrzywnica is located in the country of not Iran, it is",5.450537204742432,-2.2122931480407715,-7.662830352783203,True,geography
Mykolaiv Oblast, Ukraine,"Mykolaiv Oblast, in","Mykolaiv Oblast, in not Switzerland, it is",4.343745470046997,-3.7827069759368896,-8.126452445983887,True,other
Mawson Glacier, Antarctica,Mawson Glacier is a part of the continent of,"Mawson Glacier is a part of the continent of not Asia, it is",5.653747320175171,-2.1845362186431885,-7.838283538818359,True,other
Honda Stream, Honda,"Honda Stream, created by","Honda Stream, created by not Toyota, it is",1.4790666103363037,-2.5657293796539307,-4.044795989990234,True,science
Fawkner, Australia,Fawkner is located in the country of,"Fawkner is located in the country of not Germany, it is",4.2174482345581055,-3.757169246673584,-7.9746174812316895,True,geography
province of Japan, Japan,"province of Japan, which is located in","province of Japan, which is located in not Italy, it is",1.7584362030029297,-3.3617019653320312,-5.120138168334961,True,geography
